Batting_position ,BATTING,Team,Match,Match Number ,wicket_type,Runs ,Balls ,M,4s,6s,SR
3,Cameron Green,Mumbai Indians ,Mumbai Indians vs Sunrisers Hyderabad ,25,not out,64,40,75,6,2,160
4,Suryakumar Yadav,Mumbai Indians ,Mumbai Indians vs Sunrisers Hyderabad ,25,c Markram b Jansen,7,3,6,0,1,233.33
5,Tilak Varma,Mumbai Indians ,Mumbai Indians vs Sunrisers Hyderabad ,25,c Agarwal b Kumar,37,17,24,2,4,217.64
6,Tim David,Mumbai Indians ,Mumbai Indians vs Sunrisers Hyderabad ,25,run out (Abhishek Sharma/Natarajan),16,11,19,2,0,145.45
1,Harry Brook,Sunrisers Hyderabad ,Mumbai Indians vs Sunrisers Hyderabad ,25,c Yadav b Behrendorff,9,7,8,2,0,128.57
2,Mayank Agarwal,Sunrisers Hyderabad ,Mumbai Indians vs Sunrisers Hyderabad ,25,c David b Meredith,48,41,76,4,1,117.07
3,Rahul Tripathi,Sunrisers Hyderabad ,Mumbai Indians vs Sunrisers Hyderabad ,25,c †Ishan Kishan b Behrendorff,7,5,13,1,0,140
4,Aiden Markram (c),Sunrisers Hyderabad ,Mumbai Indians vs Sunrisers Hyderabad ,25,c Shokeen b Green,22,17,26,1,1,129.41
5,Abhishek Sharma,Sunrisers Hyderabad ,Mumbai Indians vs Sunrisers Hyderabad ,25,c David b Chawla,1,2,5,0,0,50
6,Heinrich Klaasen †,Sunrisers Hyderabad ,Mumbai Indians vs Sunrisers Hyderabad ,25,c David b Chawla,36,16,24,4,2,225
7,Abdul Samad,Sunrisers Hyderabad ,Mumbai Indians vs Sunrisers Hyderabad ,25,run out (Shokeen/†Ishan Kishan),9,12,34,1,0,75
8,Marco Jansen,Sunrisers Hyderabad ,Mumbai Indians vs Sunrisers Hyderabad ,25,c David b Meredith,13,6,11,3,0,216.66
9,Washington Sundar,Sunrisers Hyderabad ,Mumbai Indians vs Sunrisers Hyderabad ,25,run out (David),10,6,8,2,0,166.66
10,Bhuvneshwar Kumar,Sunrisers Hyderabad ,Mumbai Indians vs Sunrisers Hyderabad ,25,c Sharma b Tendulkar,2,5,16,0,0,40
11,Mayank Markande,Sunrisers Hyderabad ,Mumbai Indians vs Sunrisers Hyderabad ,25,not out,2,2,4,0,0,100
1,KL Rahul (c),Lucknow Super Giants ,Lucknow Super Giants  vs Rajasthan Royals,26,c Buttler b Holder,39,32,51,4,1,121.87
2,Kyle Mayers,Lucknow Super Giants ,Lucknow Super Giants  vs Rajasthan Royals,26,b Ashwin,51,42,69,4,3,121.42
3,Ayush Badoni,Lucknow Super Giants ,Lucknow Super Giants  vs Rajasthan Royals,26,b Boult,1,4,6,0,0,25
4,Deepak Hooda,Lucknow Super Giants ,Lucknow Super Giants  vs Rajasthan Royals,26,c Hetmyer b Ashwin,2,4,7,0,0,50
5,Marcus Stoinis,Lucknow Super Giants ,Lucknow Super Giants  vs Rajasthan Royals,26,c †Samson b Sandeep Sharma,21,16,31,2,0,131.25
6,Nicholas Pooran †,Lucknow Super Giants ,Lucknow Super Giants  vs Rajasthan Royals,26,run out (†Samson),29,20,27,2,1,145
7,Krunal Pandya,Lucknow Super Giants ,Lucknow Super Giants  vs Rajasthan Royals,26,not out,4,2,4,1,0,200
8,Yudhvir Singh,Lucknow Super Giants ,Lucknow Super Giants  vs Rajasthan Royals,26,run out (Hetmyer/†Samson),1,1,2,0,0,100
1,Yashasvi Jaiswal,Rajasthan Royals,Lucknow Super Giants  vs Rajasthan Royals,26,c Avesh Khan b Stoinis,44,35,60,4,2,125.71
2,Jos Buttler,Rajasthan Royals,Lucknow Super Giants  vs Rajasthan Royals,26,c Ravi Bishnoi b Stoinis,40,41,73,4,1,97.56
3,Sanju Samson (c)†,Rajasthan Royals,Lucknow Super Giants  vs Rajasthan Royals,26,run out (Mishra/†Pooran),2,4,8,0,0,50
4,Devdutt Padikkal,Rajasthan Royals,Lucknow Super Giants  vs Rajasthan Royals,26,c †Pooran b Avesh Khan,26,21,36,4,0,123.8
5,Shimron Hetmyer,Rajasthan Royals,Lucknow Super Giants  vs Rajasthan Royals,26,c Rahul b Avesh Khan,2,5,12,0,0,40
6,Riyan Parag,Rajasthan Royals,Lucknow Super Giants  vs Rajasthan Royals,26,not out,15,12,24,1,1,125
7,Dhruv Jurel,Rajasthan Royals,Lucknow Super Giants  vs Rajasthan Royals,26,c Hooda b Avesh Khan,0,1,2,0,0,0
8,Ravichandran Ashwin,Rajasthan Royals,Lucknow Super Giants  vs Rajasthan Royals,26,not out,3,2,3,0,0,150
1,Virat Kohli (c),Royal Challengers Bangalore,Royal Challengers Bangalore vs Punjab Kings ,27,c †Sharma b Harpreet Brar,59,47,72,5,1,125.53
2,Faf du Plessis,Royal Challengers Bangalore,Royal Challengers Bangalore vs Punjab Kings ,27,c Curran b Ellis,84,56,78,5,5,150
3,Glenn Maxwell,Royal Challengers Bangalore,Royal Challengers Bangalore vs Punjab Kings ,27,c Taide b Harpreet Brar,0,1,1,0,0,0
4,Dinesh Karthik †,Royal Challengers Bangalore,Royal Challengers Bangalore vs Punjab Kings ,27,c Taide b Arshdeep Singh,7,5,16,1,0,140
5,Mahipal Lomror,Royal Challengers Bangalore,Royal Challengers Bangalore vs Punjab Kings ,27,not out,7,9,15,1,0,77.77
6,Shahbaz Ahmed,Royal Challengers Bangalore,Royal Challengers Bangalore vs Punjab Kings ,27,not out,5,3,5,0,0,166.66
1,Atharva Taide,Punjab Kings ,Royal Challengers Bangalore vs Punjab Kings ,27,lbw b Mohammed Siraj,4,2,5,1,0,200
2,Prabhsimran Singh,Punjab Kings ,Royal Challengers Bangalore vs Punjab Kings ,27,b Parnell,46,30,59,3,4,153.33
3,Matthew Short,Punjab Kings ,Royal Challengers Bangalore vs Punjab Kings ,27,b de Silva,8,7,9,0,1,114.28
4,Liam Livingstone,Punjab Kings ,Royal Challengers Bangalore vs Punjab Kings ,27,lbw b Mohammed Siraj,2,4,7,0,0,50
5,Harpreet Singh,Punjab Kings ,Royal Challengers Bangalore vs Punjab Kings ,27,run out (Mohammed Siraj),13,9,12,1,1,144.44
6,Sam Curran (c),Punjab Kings ,Royal Challengers Bangalore vs Punjab Kings ,27,run out (de Silva),10,12,18,1,0,83.33
7,Jitesh Sharma †,Punjab Kings ,Royal Challengers Bangalore vs Punjab Kings ,27,c Shahbaz Ahmed b Patel,41,27,48,2,3,151.85
8,M Shahrukh Khan,Punjab Kings ,Royal Challengers Bangalore vs Punjab Kings ,27,st †Karthik b de Silva,7,5,9,0,1,140
9,Harpreet Brar,Punjab Kings ,Royal Challengers Bangalore vs Punjab Kings ,27,b Mohammed Siraj,13,13,22,1,0,100
10,Nathan Ellis,Punjab Kings ,Royal Challengers Bangalore vs Punjab Kings ,27,b Mohammed Siraj,1,2,5,0,0,50
11,Arshdeep Singh,Punjab Kings ,Royal Challengers Bangalore vs Punjab Kings ,27,not out,0,0,3,0,0,-
1,Jason Roy, Kolkata Knight Riders,Kolkata Knight Riders vs Delhi Capitals   ,28,c Aman Hakim Khan b Kuldeep Yadav,43,39,74,5,1,110.25
2,Litton Das †, Kolkata Knight Riders,Kolkata Knight Riders vs Delhi Capitals   ,28,c Lalit Yadav b Mukesh Kumar,4,4,13,1,0,100
3,Venkatesh Iyer, Kolkata Knight Riders,Kolkata Knight Riders vs Delhi Capitals   ,28,c Marsh b Nortje,0,2,9,0,0,0
4,Nitish Rana (c), Kolkata Knight Riders,Kolkata Knight Riders vs Delhi Capitals   ,28,c Mukesh Kumar b Sharma,4,7,11,1,0,57.14
5,Mandeep Singh, Kolkata Knight Riders,Kolkata Knight Riders vs Delhi Capitals   ,28,b Patel,12,11,16,0,1,109.09
6,Rinku Singh, Kolkata Knight Riders,Kolkata Knight Riders vs Delhi Capitals   ,28,c Lalit Yadav b Patel,6,8,9,1,0,75
7,Sunil Narine, Kolkata Knight Riders,Kolkata Knight Riders vs Delhi Capitals   ,28,c Warner b Sharma,4,6,6,1,0,66.66
8,Andre Russell, Kolkata Knight Riders,Kolkata Knight Riders vs Delhi Capitals   ,28,not out,38,31,49,1,4,122.58
9,Anukul Roy, Kolkata Knight Riders,Kolkata Knight Riders vs Delhi Capitals   ,28,lbw b Kuldeep Yadav,0,1,2,0,0,0
10,Umesh Yadav, Kolkata Knight Riders,Kolkata Knight Riders vs Delhi Capitals   ,28,c & b Nortje,3,5,5,0,0,60
11,Varun Chakravarthy, Kolkata Knight Riders,Kolkata Knight Riders vs Delhi Capitals   ,28,run out (sub [YV Dhull]/†Salt),1,6,28,0,0,16.66
1,David Warner (c),Delhi Capitals,Kolkata Knight Riders vs Delhi Capitals   ,28,lbw b Varun,57,41,58,11,0,139.02
2,Prithvi Shaw,Delhi Capitals,Kolkata Knight Riders vs Delhi Capitals   ,28,b Varun,13,11,22,2,0,118.18
3,Mitchell Marsh,Delhi Capitals,Kolkata Knight Riders vs Delhi Capitals   ,28,c sub (D Wiese) b Rana,2,9,14,0,0,22.22
4,Phil Salt †,Delhi Capitals,Kolkata Knight Riders vs Delhi Capitals   ,28,c & b AS Roy,5,3,6,1,0,166.66
5,Manish Pandey,Delhi Capitals,Kolkata Knight Riders vs Delhi Capitals   ,28,c Singh b AS Roy,21,23,34,2,0,91.3
6,Axar Patel,Delhi Capitals,Kolkata Knight Riders vs Delhi Capitals   ,28,not out,19,22,37,1,0,86.36
7,Aman Hakim Khan,Delhi Capitals,Kolkata Knight Riders vs Delhi Capitals   ,28,b Rana,0,2,4,0,0,0
8,Lalit Yadav,Delhi Capitals,Kolkata Knight Riders vs Delhi Capitals   ,28,not out,4,7,21,0,0,57.14
1,Harry Brook,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,c Gaikwad b Akash Singh,18,13,23,3,0,138.46
2,Abhishek Sharma,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,c Rahane b Jadeja,34,26,43,3,1,130.76
3,Rahul Tripathi,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,c Akash Singh b Jadeja,21,21,31,1,1,100
4,Aiden Markram (c),Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,c †Dhoni b Theekshana,12,12,15,1,0,100
5,Heinrich Klaasen †,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,c Gaikwad b Pathirana,17,16,27,1,0,106.25
6,Mayank Agarwal,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,st †Dhoni b Jadeja,2,4,6,0,0,50
7,Marco Jansen,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,not out,17,22,29,1,0,77.27
8,Washington Sundar,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,run out (†Dhoni),9,6,14,1,0,150
1,Ruturaj Gaikwad,Chennai Super Kings ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,run out (Umran Malik),35,30,50,2,0,116.66
2,Devon Conway,Chennai Super Kings ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,not out,77,57,84,12,1,135.08
3,Ajinkya Rahane,Chennai Super Kings ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,c Markram b Markande,9,10,15,0,0,90
4,Ambati Rayudu,Chennai Super Kings ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,b Markande,9,9,11,1,0,100
5,Moeen Ali,Chennai Super Kings ,Sunrisers Hyderabad  vs Chennai Super Kings ,29,not out,6,6,9,1,0,100
1,Wriddhiman Saha †,Gujarat Titans,Gujarat Titans vs Lucknow Super Giants ,30,c Hooda b Pandya,47,37,51,6,0,127.02
2,Shubman Gill,Gujarat Titans,Gujarat Titans vs Lucknow Super Giants ,30,c Ravi Bishnoi b Pandya,0,2,9,0,0,0
3,Hardik Pandya (c),Gujarat Titans,Gujarat Titans vs Lucknow Super Giants ,30,c Rahul b Stoinis,66,50,89,2,4,132
4,Abhinav Manohar,Gujarat Titans,Gujarat Titans vs Lucknow Super Giants ,30,c Naveen-ul-Haq b Mishra,3,5,7,0,0,60
5,Vijay Shankar,Gujarat Titans,Gujarat Titans vs Lucknow Super Giants ,30,b Naveen-ul-Haq,10,12,17,1,0,83.33
6,David Miller,Gujarat Titans,Gujarat Titans vs Lucknow Super Giants ,30,c Hooda b Stoinis,6,12,28,0,0,50
7,Rahul Tewatia,Gujarat Titans,Gujarat Titans vs Lucknow Super Giants ,30,not out,2,2,4,0,0,100
1,KL Rahul (c),Lucknow Super Giants ,Gujarat Titans vs Lucknow Super Giants ,30,c Yadav b Sharma,68,61,94,8,0,111.47
2,Kyle Mayers,Lucknow Super Giants ,Gujarat Titans vs Lucknow Super Giants ,30,b Rashid Khan,24,19,31,2,1,126.31
3,Krunal Pandya,Lucknow Super Giants ,Gujarat Titans vs Lucknow Super Giants ,30,st †Saha b Noor Ahmad,23,23,36,2,1,100
4,Nicholas Pooran †,Lucknow Super Giants ,Gujarat Titans vs Lucknow Super Giants ,30,c Pandya b Noor Ahmad,1,7,10,0,0,14.28
5,Ayush Badoni,Lucknow Super Giants ,Gujarat Titans vs Lucknow Super Giants ,30,run out (Shankar/Sharma),8,6,22,0,0,133.33
6,Marcus Stoinis,Lucknow Super Giants ,Gujarat Titans vs Lucknow Super Giants ,30,c Miller b Sharma,0,1,2,0,0,0
7,Deepak Hooda,Lucknow Super Giants ,Gujarat Titans vs Lucknow Super Giants ,30,run out (Rashid Khan/†Saha),2,2,4,0,0,100
8,Prerak Mankad,Lucknow Super Giants ,Gujarat Titans vs Lucknow Super Giants ,30,not out,0,0,4,0,0,-
9,Ravi Bishnoi,Lucknow Super Giants ,Gujarat Titans vs Lucknow Super Giants ,30,not out,0,1,1,0,0,0
1,Matthew Short,Punjab Kings ,Punjab Kings vs  Mumbai Indians ,30,c Chawla b Green,11,10,15,2,0,110
2,Prabhsimran Singh,Punjab Kings ,Punjab Kings vs  Mumbai Indians ,31,lbw b Tendulkar,26,17,37,1,2,152.94
3,Atharva Taide,Punjab Kings ,Punjab Kings vs  Mumbai Indians ,31,b Chawla,29,17,38,3,1,170.58
4,Liam Livingstone,Punjab Kings ,Punjab Kings vs  Mumbai Indians ,31,st †Ishan Kishan b Chawla,10,12,12,0,1,83.33
5,Harpreet Singh,Punjab Kings ,Punjab Kings vs  Mumbai Indians ,31,b Green,41,28,47,4,2,146.42
6,Sam Curran (c),Punjab Kings ,Punjab Kings vs  Mumbai Indians ,31,c & b Archer,55,29,51,5,4,189.65
7,Jitesh Sharma †,Punjab Kings ,Punjab Kings vs  Mumbai Indians ,31,b Behrendorff,25,7,12,0,4,357.14
8,M Shahrukh Khan,Punjab Kings ,Punjab Kings vs  Mumbai Indians ,31,not out,0,0,6,0,0,-
9,Harpreet Brar,Punjab Kings ,Punjab Kings vs  Mumbai Indians ,31,run out (Tilak Varma/†Ishan Kishan),5,2,3,1,0,250
1,Rohit Sharma (c),Mumbai Indians ,Punjab Kings vs  Mumbai Indians ,31,c & b Livingstone,44,27,42,4,3,162.96
2,Ishan Kishan †,Mumbai Indians ,Punjab Kings vs  Mumbai Indians ,31,c Short b Arshdeep Singh,1,4,7,0,0,25
3,Cameron Green,Mumbai Indians ,Punjab Kings vs  Mumbai Indians ,31,c Curran b Ellis,67,43,64,6,3,155.81
4,Suryakumar Yadav,Mumbai Indians ,Punjab Kings vs  Mumbai Indians ,31,c Taide b Arshdeep Singh,57,26,42,7,3,219.23
5,Tim David,Mumbai Indians ,Punjab Kings vs  Mumbai Indians ,31,not out,25,13,34,0,2,192.3
6,Tilak Varma,Mumbai Indians ,Punjab Kings vs  Mumbai Indians ,31,b Arshdeep Singh,3,4,14,0,0,75
7,Nehal Wadhera,Mumbai Indians ,Punjab Kings vs  Mumbai Indians ,31,b Arshdeep Singh,0,1,2,0,0,0
8,Jofra Archer,Mumbai Indians ,Punjab Kings vs  Mumbai Indians ,31,not out,1,2,4,0,0,50
1,Virat Kohli (c),Royal Challengers Bangalore,Royal Challengers Bangalore vs Rajasthan Royals,32,lbw b Boult,0,1,2,0,0,0
2,Faf du Plessis,Royal Challengers Bangalore,Royal Challengers Bangalore vs Rajasthan Royals,32,run out (Jaiswal),62,39,71,8,2,158.97
3,Shahbaz Ahmed,Royal Challengers Bangalore,Royal Challengers Bangalore vs Rajasthan Royals,32,c Jaiswal b Boult,2,4,10,0,0,50
4,Glenn Maxwell,Royal Challengers Bangalore,Royal Challengers Bangalore vs Rajasthan Royals,32,c Holder b Ashwin,77,44,66,6,4,175
5,Mahipal Lomror,Royal Challengers Bangalore,Royal Challengers Bangalore vs Rajasthan Royals,32,c Padikkal b Chahal,8,6,16,1,0,133.33
6,Dinesh Karthik †,Royal Challengers Bangalore,Royal Challengers Bangalore vs Rajasthan Royals,32,c Buttler b Sandeep Sharma,16,13,28,2,0,123.07
7,Suyash Prabhudessai,Royal Challengers Bangalore,Royal Challengers Bangalore vs Rajasthan Royals,32,run out (Jaiswal/†Samson),0,2,5,0,0,0
8,Wanindu Hasaranga,Royal Challengers Bangalore,Royal Challengers Bangalore vs Rajasthan Royals,32,run out (†Samson/Sandeep Sharma),6,7,14,0,0,85.71
9,David Willey,Royal Challengers Bangalore,Royal Challengers Bangalore vs Rajasthan Royals,32,not out,4,2,8,1,0,200
10,Vijaykumar Vyshak,Royal Challengers Bangalore,Royal Challengers Bangalore vs Rajasthan Royals,32,c Hetmyer b Sandeep Sharma,0,1,2,0,0,0
11,Mohammed Siraj,Royal Challengers Bangalore,Royal Challengers Bangalore vs Rajasthan Royals,32,not out,1,1,4,0,0,100
1,Yashasvi Jaiswal,Rajasthan Royals,Royal Challengers Bangalore vs Rajasthan Royals,32,c Kohli b Patel,47,37,63,5,2,127.02
2,Jos Buttler,Rajasthan Royals,Royal Challengers Bangalore vs Rajasthan Royals,32,b Mohammed Siraj,0,2,4,0,0,0
3,Devdutt Padikkal,Rajasthan Royals,Royal Challengers Bangalore vs Rajasthan Royals,32,c Kohli b Willey,52,34,48,7,1,152.94
4,Sanju Samson (c)†,Rajasthan Royals,Royal Challengers Bangalore vs Rajasthan Royals,32,c Shahbaz Ahmed b Patel,22,15,22,2,1,146.66
5,Shimron Hetmyer,Rajasthan Royals,Royal Challengers Bangalore vs Rajasthan Royals,32,run out (Prabhudessai),3,9,30,0,0,33.33
6,Dhruv Jurel,Rajasthan Royals,Royal Challengers Bangalore vs Rajasthan Royals,32,not out,34,16,35,2,2,212.5
7,Ravichandran Ashwin,Rajasthan Royals,Royal Challengers Bangalore vs Rajasthan Royals,32,c Prabhudessai b Patel,12,6,14,2,0,200
8,Abdul Basith,Rajasthan Royals,Royal Challengers Bangalore vs Rajasthan Royals,32,not out,1,1,2,0,0,100
1,Ruturaj Gaikwad,Chennai Super Kings ,Chennai Super Kings  vs Kolkata Knight Riders,33,b Suyash Sharma,35,20,35,2,3,175
2,Devon Conway,Chennai Super Kings ,Chennai Super Kings  vs Kolkata Knight Riders,33,c Wiese b Varun,56,40,56,4,3,140
3,Ajinkya Rahane,Chennai Super Kings ,Chennai Super Kings  vs Kolkata Knight Riders,33,not out,71,29,70,6,5,244.82
4,Shivam Dube,Chennai Super Kings ,Chennai Super Kings  vs Kolkata Knight Riders,33,c Roy b Khejroliya,50,21,31,2,5,238.09
5,Ravindra Jadeja,Chennai Super Kings ,Chennai Super Kings  vs Kolkata Knight Riders,33,c Singh b Khejroliya,18,8,13,0,2,225
6,MS Dhoni (c)†,Chennai Super Kings ,Chennai Super Kings  vs Kolkata Knight Riders,33,not out,2,3,4,0,0,66.66
1,Narayan Jagadeesan †,Kolkata Knight Riders,Chennai Super Kings  vs Kolkata Knight Riders,33,c Jadeja b Deshpande,1,3,9,0,0,33.33
2,Sunil Narine,Kolkata Knight Riders,Chennai Super Kings  vs Kolkata Knight Riders,33,b Akash Singh,0,3,4,0,0,0
3,Venkatesh Iyer,Kolkata Knight Riders,Chennai Super Kings  vs Kolkata Knight Riders,33,lbw b Ali,20,20,35,2,1,100
4,Nitish Rana (c),Kolkata Knight Riders,Chennai Super Kings  vs Kolkata Knight Riders,33,c Gaikwad b Jadeja,27,20,38,4,1,135
5,Jason Roy,Kolkata Knight Riders,Chennai Super Kings  vs Kolkata Knight Riders,33,b Theekshana,61,26,35,5,5,234.61
6,Rinku Singh,Kolkata Knight Riders,Chennai Super Kings  vs Kolkata Knight Riders,33,not out,53,33,62,3,4,160.6
7,Andre Russell,Kolkata Knight Riders,Chennai Super Kings  vs Kolkata Knight Riders,33,c Dube b Pathirana,9,6,14,0,1,150
8,David Wiese,Kolkata Knight Riders,Chennai Super Kings  vs Kolkata Knight Riders,33,lbw b Deshpande,1,2,6,0,0,50
9,Umesh Yadav,Kolkata Knight Riders,Chennai Super Kings  vs Kolkata Knight Riders,33,c Conway b Theekshana,4,4,8,0,0,100
10,Varun Chakravarthy,Kolkata Knight Riders,Chennai Super Kings  vs Kolkata Knight Riders,33,not out,0,3,9,0,0,0
1,David Warner (c),Delhi Capitals ,Delhi Capitals  vs Sunrisers Hyderabad ,34,c Brook b Washington Sundar,21,20,39,2,1,105
2,Phil Salt †,Delhi Capitals ,Delhi Capitals  vs Sunrisers Hyderabad ,34,c †Klaasen b Kumar,0,1,4,0,0,0
3,Mitchell Marsh,Delhi Capitals ,Delhi Capitals  vs Sunrisers Hyderabad ,34,lbw b Natarajan,25,15,22,5,0,166.66
4,Sarfaraz Khan,Delhi Capitals ,Delhi Capitals  vs Sunrisers Hyderabad ,34,c Kumar b Washington Sundar,10,9,16,0,1,111.11
5,Manish Pandey,Delhi Capitals ,Delhi Capitals  vs Sunrisers Hyderabad ,34,run out (Washington Sundar/†Klaasen),34,27,53,2,0,125.92
6,Aman Hakim Khan,Delhi Capitals ,Delhi Capitals  vs Sunrisers Hyderabad ,34,c Abhishek Sharma b Washington Sundar,4,2,3,1,0,200
7,Axar Patel,Delhi Capitals ,Delhi Capitals  vs Sunrisers Hyderabad ,34,b Kumar,34,34,43,4,0,100
8,Ripal Patel,Delhi Capitals ,Delhi Capitals  vs Sunrisers Hyderabad ,34,run out (†Klaasen),5,6,13,0,0,83.33
9,Anrich Nortje,Delhi Capitals ,Delhi Capitals  vs Sunrisers Hyderabad ,34,run out (Umran Malik/†Klaasen),2,2,7,0,0,100
10,Kuldeep Yadav,Delhi Capitals ,Delhi Capitals  vs Sunrisers Hyderabad ,34,not out,4,3,5,1,0,133.33
11,Ishant Sharma,Delhi Capitals ,Delhi Capitals  vs Sunrisers Hyderabad ,34,not out,1,1,2,0,0,100
1,Harry Brook,Sunrisers Hyderabad ,Delhi Capitals  vs Sunrisers Hyderabad ,34,b Nortje,7,14,26,0,0,50
2,Mayank Agarwal,Sunrisers Hyderabad ,Delhi Capitals  vs Sunrisers Hyderabad ,34,c Aman Hakim Khan b AR Patel,49,39,56,7,0,125.64
3,Rahul Tripathi,Sunrisers Hyderabad ,Delhi Capitals  vs Sunrisers Hyderabad ,34,c †Salt b Sharma,15,21,37,0,0,71.42
4,Abhishek Sharma,Sunrisers Hyderabad ,Delhi Capitals  vs Sunrisers Hyderabad ,34,c & b Kuldeep Yadav,5,5,13,0,0,100
5,Aiden Markram (c),Sunrisers Hyderabad ,Delhi Capitals  vs Sunrisers Hyderabad ,34,b AR Patel,3,5,11,0,0,60
6,Heinrich Klaasen †,Sunrisers Hyderabad ,Delhi Capitals  vs Sunrisers Hyderabad ,34,c Aman Hakim Khan b Nortje,31,19,25,3,1,163.15
7,Washington Sundar,Sunrisers Hyderabad ,Delhi Capitals  vs Sunrisers Hyderabad ,34,not out,24,15,30,3,0,160
8,Marco Jansen,Sunrisers Hyderabad ,Delhi Capitals  vs Sunrisers Hyderabad ,34,not out,2,3,11,0,0,66.66
1,Wriddhiman Saha †,Gujarat Titans,Gujarat Titans vs Mumbai Indians ,35,c †Ishan Kishan b Tendulkar,4,7,13,0,0,57.14
2,Shubman Gill,Gujarat Titans,Gujarat Titans vs Mumbai Indians ,35,c Yadav b Kartikeya,56,34,57,7,1,164.7
3,Hardik Pandya (c),Gujarat Titans,Gujarat Titans vs Mumbai Indians ,35,c Yadav b Chawla,13,14,23,1,0,92.85
4,Vijay Shankar,Gujarat Titans,Gujarat Titans vs Mumbai Indians ,35,c David b Chawla,19,16,27,1,1,118.75
5,David Miller,Gujarat Titans,Gujarat Titans vs Mumbai Indians ,35,c Yadav b Behrendorff,46,22,47,2,4,209.09
6,Abhinav Manohar,Gujarat Titans,Gujarat Titans vs Mumbai Indians ,35,c Behrendorff b Meredith,42,21,30,3,3,200
7,Rahul Tewatia,Gujarat Titans,Gujarat Titans vs Mumbai Indians ,35,not out,20,5,13,0,3,400
8,Rashid Khan,Gujarat Titans,Gujarat Titans vs Mumbai Indians ,35,not out,2,1,2,0,0,200
1,Rohit Sharma (c),Mumbai Indians ,Gujarat Titans vs Mumbai Indians ,35,c & b Pandya,2,8,10,0,0,25
2,Ishan Kishan †,Mumbai Indians ,Gujarat Titans vs Mumbai Indians ,35,c Little b Rashid Khan,13,21,35,1,0,61.9
3,Cameron Green,Mumbai Indians ,Gujarat Titans vs Mumbai Indians ,35,b Noor Ahmad,33,26,43,0,3,126.92
4,Tilak Varma,Mumbai Indians ,Gujarat Titans vs Mumbai Indians ,35,lbw b Rashid Khan,2,3,6,0,0,66.66
5,Suryakumar Yadav,Mumbai Indians ,Gujarat Titans vs Mumbai Indians ,35,c & b Noor Ahmad,23,12,27,3,1,191.66
6,Tim David,Mumbai Indians ,Gujarat Titans vs Mumbai Indians ,35,c Manohar b Noor Ahmad,0,2,3,0,0,0
7,Nehal Wadhera,Mumbai Indians ,Gujarat Titans vs Mumbai Indians ,35,c Mohammed Shami b Sharma,40,21,38,3,3,190.47
8,Piyush Chawla,Mumbai Indians ,Gujarat Titans vs Mumbai Indians ,35,run out (†Saha/Sharma),18,12,22,1,1,150
9,Arjun Tendulkar,Mumbai Indians ,Gujarat Titans vs Mumbai Indians ,35,c Little b Sharma,13,9,13,0,1,144.44
10,Jason Behrendorff,Mumbai Indians ,Gujarat Titans vs Mumbai Indians ,35,not out,3,4,12,0,0,75
11,Riley Meredith,Mumbai Indians ,Gujarat Titans vs Mumbai Indians ,35,not out,0,2,2,0,0,0
1,Jason Roy,Kolkata Knight Riders,Kolkata Knight Riders vs Royal Challengers Bangalore,36,b Vyshak,56,29,50,4,5,193.1
2,Narayan Jagadeesan †,Kolkata Knight Riders,Kolkata Knight Riders vs Royal Challengers Bangalore,36,c Willey b Vyshak,27,29,44,4,0,93.1
3,Venkatesh Iyer,Kolkata Knight Riders,Kolkata Knight Riders vs Royal Challengers Bangalore,36,c Maxwell b de Silva,31,26,44,3,0,119.23
4,Nitish Rana (c),Kolkata Knight Riders,Kolkata Knight Riders vs Royal Challengers Bangalore,36,c Vyshak b de Silva,48,21,28,3,4,228.57
5,Andre Russell,Kolkata Knight Riders,Kolkata Knight Riders vs Royal Challengers Bangalore,36,b Mohammed Siraj,1,2,10,0,0,50
6,Rinku Singh,Kolkata Knight Riders,Kolkata Knight Riders vs Royal Challengers Bangalore,36,not out,18,10,12,2,1,180
7,David Wiese,Kolkata Knight Riders,Kolkata Knight Riders vs Royal Challengers Bangalore,36,not out,12,3,5,0,2,400
1,Virat Kohli (c),Royal Challengers Bangalore,Kolkata Knight Riders vs Royal Challengers Bangalore,36,c Iyer b Russell,54,37,59,6,0,145.94
2,Faf du Plessis,Royal Challengers Bangalore,Kolkata Knight Riders vs Royal Challengers Bangalore,36,c Singh b Suyash Sharma,17,7,12,1,2,242.85
3,Shahbaz Ahmed,Royal Challengers Bangalore,Kolkata Knight Riders vs Royal Challengers Bangalore,36,lbw b Suyash Sharma,2,5,11,0,0,40
